id,AspectTerms,A_start,A_end,OpinionTerms,O_start,O_end,Categories,Polarities
698,价格,17,19,实惠,20,22,价格,正面
699,_, , ,是正品,2,5,真伪,正面
699,_, , ,物美价廉,9,13,整体,正面
699,_, , ,点赞,29,31,价格,正面
699,物流,14,16,给力,16,18,物流,正面
699,快递小哥服务态度,18,26,很好,26,28,物流,正面
700,_, , ,很好,0,2,整体,正面
700,_, , ,很喜欢,2,5,整体,正面
701,味道,0,2,很香,5,7,气味,正面
701,_, , ,不浮粉,14,17,使用体验,正面
701,_, , ,很水润,11,14,使用体验,正面
701,_, , ,喜欢,18,20,整体,正面
702,质量,2,4,很好,4,6,其他,正面
702,_, , ,好评,11,13,整体,正面
702,服务态度,14,18,很棒,19,21,服务,正面
702,物流,29,31,神速,31,33,物流,正面
703,_, , ,是正品,0,3,真伪,正面
703,包装,5,7,很好,7,9,包装,正面
704,补水效果,0,4,超级好,4,7,功效,正面
705,_, , ,还行,9,11,整体,正面
705,_, , ,是正品,2,5,真伪,正面
706,_, , ,特别温和,0,4,使用体验,正面
706,_, , ,不刺激,5,8,使用体验,正面
707,_, , ,很好用,7,10,整体,正面
707,_, , ,不干,11,13,使用体验,正面
707,_, , ,好吸收,14,17,使用体验,正面
707,美白作用,18,22,_, , ,功效,正面
708,_, , ,很自然,12,15,功效,正面
709,快递,14,16,很快,17,19,物流,正面
709,快递小哥,25,29,一百个赞,29,33,物流,正面
709,商家,21,23,一百个赞,29,33,服务,正面
709,_, , ,特别的好,8,12,整体,正面
710,_, , ,还不错,10,13,整体,正面
711,_, , ,补水,21,23,功效,正面
711,_, , ,好便宜,13,16,价格,正面
711,_, , ,轻薄,19,21,使用体验,正面
712,_, , ,好用,23,25,整体,正面
712,_, , ,挺实惠,26,29,价格,正面
713,包装,0,2,好,2,3,包装,正面
713,物流,3,5,快,5,6,物流,正面
713,物流,3,5,给力,6,8,物流,正面
714,_, , ,很好,0,2,整体,正面
714,_, , ,很快,3,5,物流,正面
715,价钱,0,2,实惠,2,4,价格,正面
715,质量,5,7,很好,7,9,其他,正面
716,_, , ,不错,13,15,整体,正面
717,_, , ,不错,2,4,整体,正面
717,快递小哥,14,18,很给力,18,21,物流,正面
717,服务,21,23,很好,23,25,物流,正面
718,_, , ,很平整,18,21,使用体验,正面
718,_, , ,很舒服,30,33,使用体验,正面
718,吸收,34,36,很快,37,39,使用体验,正面
719,_, , ,便宜很多,4,8,价格,正面
719,_, , ,挺好用的,10,14,整体,正面
720,_, , ,挺好用,7,10,整体,正面
720,_, , ,超补水,12,15,功效,正面
721,_, , ,不错,3,5,整体,正面
722,_, , ,很好,2,4,整体,正面
723,_, , ,一般般,3,6,整体,中性
724,清洁能力,0,4,不太好,9,12,功效,负面
725,_, , ,特别好,0,3,整体,正面
726,_, , ,还行,0,2,整体,中性
727,_, , ,很好用,2,5,整体,正面
727,_, , ,很服帖,8,11,使用体验,正面
728,_, , ,挺好的,0,3,整体,正面
728,_, , ,好评,12,14,整体,正面
728,价格,4,6,便宜,6,8,价格,正面
728,_, , ,量又足,8,11,其他,正面
729,_, , ,掉皮,16,18,使用体验,负面
730,_, , ,很好用,2,5,整体,正面
731,_, , ,超级好用,0,4,整体,正面
731,补水,11,13,强,14,15,功效,正面
731,_, , ,大爱,16,18,整体,正面
732,物流,5,7,特别快,7,10,物流,正面
732,纸质,11,13,不错,13,15,其他,正面
732,活动价,20,23,_, , ,价格,正面
733,_, , ,比较优惠,8,12,价格,正面
734,_, , ,挺好的,8,11,整体,正面
734,_, , ,不会过敏,12,16,使用体验,正面
734,_, , ,赞,17,18,整体,正面
735,_, , ,挺好的,0,3,整体,正面
735,味道,4,6,闻着不错,6,10,气味,正面
736,_, , ,红肿,9,11,使用体验,负面
736,_, , ,痒,13,14,使用体验,负面
736,_, , ,假的,34,36,真伪,负面
737,_, , ,很好,7,9,整体,正面
738,_, , ,很舒服,2,5,使用体验,正面
739,_, , ,不错,4,6,整体,正面
739,_, , ,好,0,1,整体,正面
740,_, , ,还不错,2,5,整体,正面
741,_, , ,水润,5,7,使用体验,正面
741,_, , ,保湿,7,9,功效,正面
741,_, , ,很好,10,12,整体,正面
742,_, , ,不错,0,2,整体,正面
742,速度,4,6,很快,6,8,物流,正面
743,_, , ,还不错,0,3,整体,正面
743,_, , ,有点薄,5,8,使用体验,负面
744,价格,12,14,_, , ,价格,正面
744,_, , ,不错,17,19,整体,正面
744,_, , ,喜欢,20,22,整体,正面
745,_, , ,很舒服,5,8,整体,正面
745,_, , ,挺滋润,14,17,使用体验,正面
745,_, , ,不错,20,22,整体,正面
746,_, , ,挺好的,0,3,整体,正面
746,_, , ,不怎么白,17,21,功效,负面
746,_, , ,很滋润,4,7,使用体验,正面
746,_, , ,效果不是很明显,24,31,整体,负面
747,上妆,0,2,贴合皮肤,2,6,使用体验,正面
747,_, , ,自然,7,9,功效,正面
747,_, , ,不假面,10,13,功效,正面
748,_, , ,有美白效果,7,12,功效,正面
748,_, , ,很好用,0,3,整体,正面
749,服务,18,20,一流,20,22,服务,正面
749,_, , ,挺迅速的,9,13,物流,正面
750,_, , ,有点油,6,9,使用体验,负面
751,保湿效果,15,19,很不错,21,24,功效,正面
751,活动,27,29,_, , ,价格,正面
751,_, , ,挺好的,32,35,整体,正面
752,快递,19,21,很给力,22,25,物流,正面
752,_, , ,好用,11,13,整体,正面
753,_, , ,太超值,14,17,价格,正面
753,_, , ,很服帖,19,22,使用体验,正面
753,_, , ,很补水,23,26,功效,正面
753,味道,27,29,喜欢,30,32,气味,正面
754,_, , ,特别好用,6,10,整体,正面
754,_, , ,划算,12,14,价格,正面
755,_, , ,特别好,11,14,整体,正面
756,_, , ,还不错,0,3,整体,正面
757,味道,0,2,有点点膳,2,6,气味,负面
757,_, , ,听湿润,7,10,使用体验,正面
757,_, , ,有点白,19,22,功效,负面
757,_, , ,挺好,30,32,整体,正面
758,_, , ,好好用,0,3,整体,正面
758,_, , ,很划算,5,8,价格,正面
759,价格,0,2,实惠,2,4,价格,正面
759,物流,5,7,快,7,8,物流,正面
760,发货速度,0,4,挺快的,4,7,物流,正面
760,价格,8,10,便宜,10,12,价格,正面
761,送货,5,7,快,7,8,物流,正面
762,物流,5,7,快,7,8,物流,正面
763,_, , ,挺好用,5,8,整体,正面
763,_, , ,挺不错的,0,4,整体,正面
764,_, , ,非常满意,0,4,整体,正面
764,服务,11,13,很好,14,16,服务,正面
764,服务,11,13,很耐心,17,20,服务,正面
765,_, , ,很好,4,6,整体,正面
766,_, , ,物有所值,0,4,整体,正面
766,_, , ,很不错,7,10,整体,正面
767,_, , ,不错,2,4,整体,正面
768,_, , ,不错,0,2,整体,正面
768,_, , ,喜欢,3,5,整体,正面
769,物流,27,29,特别快,29,32,物流,正面
769,_, , ,好评,33,35,整体,正面
770,_, , ,很喜欢,2,5,整体,正面
771,_, , ,还可以,5,8,整体,正面
772,补水,4,6,不错,6,8,功效,正面
773,包装,0,2,精美,2,4,包装,正面
773,天猫直送,5,9,很给力,9,12,物流,正面
774,_, , ,是正品,6,9,真伪,正面
775,_, , ,很好,8,10,整体,正面
775,物流服务,26,30,好,31,32,物流,正面
775,物流服务,26,30,快,33,34,物流,正面
776,_, , ,滋润,13,15,使用体验,正面
776,精华,16,18,特别多,18,21,成分,正面
776,快递小哥态度,38,44,很好,44,46,物流,正面
777,_, , ,很好用,2,5,整体,正面
777,_, , ,很满意,16,19,整体,正面
778,_, , ,还不错,6,9,整体,正面
779,_, , ,真的好,0,3,整体,正面
780,物流,0,2,给力,2,4,物流,正面
780,效果,5,7,比想像的要好,7,13,功效,正面
781,_, , ,还不错,2,5,整体,正面
781,_, , ,超出预期,6,10,整体,正面
781,_, , ,很满意,11,14,整体,正面
781,_, , ,划算,19,21,价格,正面
782,_, , ,水水的,7,10,使用体验,正面
782,_, , ,很舒服,10,13,使用体验,正面
782,活动,23,25,超划算,25,28,价格,正面
783,_, , ,挺好用的,0,4,整体,正面
783,_, , ,不油,4,6,使用体验,正面
783,_, , ,很清爽,6,9,使用体验,正面
783,小礼品,13,16,_, , ,价格,正面
783,_, , ,很好用,19,22,整体,正面
784,_, , ,很可爱,0,3,整体,正面
784,_, , ,很喜欢,5,8,整体,正面
785,_, , ,不错,2,4,整体,正面
786,_, , ,是正品,3,6,真伪,正面
787,物流,0,2,很快,2,4,物流,正面
787,_, , ,不错,9,11,整体,正面
787,_, , ,很喜欢,12,15,整体,正面
788,_, , ,超级好用,8,12,整体,正面
788,_, , ,很不错,13,16,整体,正面
789,包装,19,21,精美,21,23,包装,正面
789,_, , ,非常好,0,3,整体,正面
789,_, , ,没毛病,11,14,整体,正面
789,_, , ,效果好,15,18,整体,正面
789,_, , ,真的很好,43,47,整体,正面
790,_, , ,特别好用,0,4,整体,正面
790,_, , ,不错,16,18,整体,正面
791,_, , ,很满意,9,12,整体,正面
792,赠品,8,10,_, , ,其他,负面
793,_, , ,很好,11,13,整体,正面
794,_, , ,好用,5,7,整体,正面
794,_, , ,超喜欢,28,31,整体,正面
795,_, , ,快,12,13,物流,正面
796,颜色,17,19,有点暗,19,22,功效,正面
796,_, , ,还好,25,27,整体,正面
797,_, , ,是正品,8,11,真伪,正面
797,_, , ,非常喜欢,12,16,整体,正面
798,_, , ,一般,2,4,整体,中性
799,_, , ,非常滋润,2,6,使用体验,正面
799,保湿,11,13,_, , ,功效,正面
799,补水,13,15,_, , ,功效,正面
800,_, , ,还不错,0,3,整体,正面
801,_, , ,不错,0,2,整体,正面
802,_, , ,没过敏,2,5,使用体验,正面
803,物流,0,2,还不错,2,5,物流,正面
803,小哥服务态度,6,12,好,12,13,物流,正面
804,_, , ,还可以,0,3,整体,正面
805,_, , ,还好,0,2,整体,中性
806,_, , ,很不错,2,5,整体,正面
806,_, , ,很好用,6,9,整体,正面
807,包装,0,2,很好,2,4,包装,正面
807,_, , ,很喜欢,7,10,整体,正面
808,_, , ,不错,3,5,整体,正面
808,_, , ,不紧绷,9,12,使用体验,正面
808,泡沫,13,15,细腻,15,17,使用体验,正面
809,_, , ,很喜欢,2,5,整体,正面
810,_, , ,浮粉,17,19,使用体验,负面
811,_, , ,挺温和的,0,4,使用体验,正面
811,_, , ,不刺激,5,8,使用体验,正面
811,_, , ,很香,10,12,气味,正面
812,补水,13,15,很好,15,17,功效,正面
812,_, , ,很赞,18,20,整体,正面
813,_, , ,蛮不错,12,15,整体,正面
814,物流,4,6,很快,6,8,物流,正面
815,物流速度,0,4,有点慢,4,7,物流,正面
816,_, , ,不错,2,4,整体,正面
816,_, , ,薄,5,6,使用体验,正面
816,_, , ,服帖,7,9,使用体验,正面
817,赠品,0,2,非常不错,2,6,价格,正面
817,_, , ,很好用,7,10,价格,正面
818,_, , ,很不错,4,7,整体,正面
819,_, , ,不错,4,6,整体,正面
820,_, , ,好用,0,2,整体,正面
820,_, , ,很喜欢,20,23,整体,正面
820,_, , ,不贵,26,28,价格,正面
821,_, , ,还不错,4,7,整体,正面
822,_, , ,还可以,2,5,整体,正面
823,物流,16,18,超快,18,20,物流,正面
823,_, , ,挺好用,11,14,整体,正面
824,_, , ,好评,0,2,整体,正面
824,_, , ,很贴脸,5,8,使用体验,正面
825,_, , ,不错,8,10,整体,正面
825,_, , ,正品,33,35,真伪,正面
826,_, , ,很好用,10,13,整体,正面
827,_, , ,不够细腻,7,11,使用体验,正面
827,_, , ,一片一片的,12,17,使用体验,正面
827,_, , ,浮粉,21,23,使用体验,正面
828,_, , ,蛮轻薄的,2,6,使用体验,正面
828,_, , ,很服帖,8,11,使用体验,正面
828,透气性,12,15,比较好,15,18,使用体验,正面
828,_, , ,水分还可以,30,35,使用体验,正面
828,_, , ,总体满意,36,40,整体,正面
829,_, , ,最喜欢,2,5,整体,正面
830,效果,0,2,一点不好,2,6,功效,负面
830,效果,0,2,洗不净,7,10,功效,负面
830,_, , ,比较油,16,19,使用体验,负面
831,优惠活动,13,17,很给力,17,20,价格,正面
831,_, , ,很不错,0,3,整体,正面
831,客服态度,21,25,也很好,25,28,服务,正面
831,_, , ,很喜欢,7,10,整体,正面
832,活动,3,5,_, , ,价格,正面
833,活动,13,15,_, , ,价格,正面
833,_, , ,物美价廉,22,26,价格,正面
834,_, , ,可以,0,2,整体,正面
835,_, , ,还好,2,4,整体,正面
835,性价比,15,18,很高,18,20,价格,正面
836,_, , ,很水润,8,11,使用体验,正面
837,_, , ,挺好的,8,11,整体,中性
837,_, , ,很轻薄,23,26,使用体验,正面
837,_, , ,很好的,29,32,整体,正面
838,_, , ,还行,2,4,整体,正面
839,_, , ,好看,6,8,整体,正面
839,_, , ,方便,8,10,使用体验,正面
839,_, , ,干净,13,15,功效,正面
840,_, , ,很棒,9,11,整体,正面
840,_, , ,很自然,12,15,功效,正面
840,_, , ,不加白,16,19,功效,正面
841,物流,19,21,快,22,23,物流,正面
841,_, , ,好用,14,16,整体,正面
841,_, , ,便宜,11,13,价格,正面
842,_, , ,还不错,2,5,整体,正面
843,_, , ,还可以,0,3,整体,正面
843,_, , ,没什么过敏,10,15,使用体验,正面
843,_, , ,比较服帖,16,20,使用体验,正面
844,_, , ,一般,2,4,整体,中性
845,_, , ,挺好,3,5,整体,正面
845,_, , ,白的自然,13,17,功效,正面
846,_, , ,非常满意,11,15,整体,正面
846,_, , ,很好,8,10,整体,正面
847,快递小哥,29,33,_, , ,物流,正面
847,_, , ,不错,0,2,整体,正面
848,_, , ,很自然,6,9,功效,正面
849,速度,16,18,快,18,19,物流,正面
850,包装,2,4,_, , ,整体,正面
851,_, , ,不是很好用,12,17,整体,负面
852,_, , ,好用,0,2,整体,正面
853,_, , ,挺喜欢,10,13,整体,正面
853,_, , ,好,22,23,整体,正面
854,_, , ,赞,0,1,整体,正面
855,_, , ,好评,0,2,整体,正面
855,物流,3,5,出乎意外的快,6,12,物流,正面
855,_, , ,赞,13,14,整体,正面
856,_, , ,保湿,10,12,功效,正面
856,_, , ,不干,12,14,使用体验,正面
856,_, , ,经济,15,17,价格,正面
856,_, , ,实惠,17,19,价格,正面
857,_, , ,很实惠,0,3,价格,正面
858,价格,16,18,实惠,18,20,价格,正面
858,_, , ,挺好的,0,3,整体,正面
859,_, , ,很好,0,2,整体,正面
860,_, , ,超好用,0,3,整体,正面
860,_, , ,很水润,3,6,使用体验,正面
861,_, , ,划算,28,30,价格,正面
862,_, , ,可以,0,2,整体,正面
862,_, , ,美美哒,3,6,整体,正面
863,_, , ,很滋润,13,16,使用体验,正面
864,_, , ,好,6,7,整体,正面
864,_, , ,太棒了,0,3,整体,正面
865,送货,0,2,快,2,3,物流,正面
865,服务,4,6,好,6,7,服务,正面
865,_, , ,非常棒,8,11,整体,正面
866,赠品,7,9,还可以,11,14,价格,正面
867,_, , ,挺好用的,4,8,整体,正面
867,_, , ,不厚重,9,12,使用体验,正面
867,_, , ,提亮肤色,13,17,功效,正面
867,味道,18,20,不错,20,22,气味,正面
868,_, , ,不错,0,2,整体,正面
868,_, , ,很喜欢,8,11,整体,正面
869,味道,5,7,淡淡的,7,10,气味,正面
869,_, , ,还行,2,4,整体,正面
870,_, , ,不油腻,0,3,使用体验,正面
871,_, , ,不错,2,4,整体,正面
871,_, , ,很满意,5,8,整体,正面
872,香味,12,14,_, , ,气味,正面
872,_, , ,挺好,2,4,整体,正面
872,_, , ,自然白,6,9,功效,正面
873,_, , ,正品,3,5,真伪,正面
873,_, , ,便宜很多,17,21,价格,正面
874,_, , ,是正品,6,9,真伪,正面
874,_, , ,很好用,10,13,整体,正面
874,快递,14,16,很给力,16,19,物流,正面
875,价格,11,13,不高,13,15,价格,正面
876,快递,2,4,超级快,4,7,物流,正面
876,_, , ,是正品,8,11,真伪,正面
877,_, , ,棒棒哒,19,22,整体,正面
877,_, , ,非常好用,7,11,整体,正面
877,_, , ,不油腻,15,18,使用体验,正面
877,_, , ,很有用,3,6,整体,正面
878,_, , ,棒棒的,11,14,整体,正面
879,活动,6,8,_, , ,价格,正面
879,颜色,13,15,很自然,15,18,功效,正面
879,_, , ,喜欢,26,28,整体,正面
880,_, , ,方便,3,5,整体,正面
880,上妆,6,8,很快,8,10,功效,正面
880,_, , ,很轻薄,11,14,使用体验,正面
880,_, , ,还可以,19,22,整体,正面
881,味道,3,5,太刺鼻,5,8,气味,负面
881,塑料味,10,13,太浓,13,15,气味,负面
882,_, , ,很不错,2,5,整体,正面
882,补水,6,8,挺好的,8,11,功效,正面
882,价格,12,14,很实惠,15,18,价格,正面
882,_, , ,很好用,27,30,整体,正面
883,_, , ,特别快,15,18,物流,正面
883,_, , ,很满意,19,22,整体,正面
884,遮瑕效果,0,4,超级好,4,7,功效,正面
884,_, , ,很亮,8,10,功效,正面
884,_, , ,很白,11,13,功效,正面
884,_, , ,很喜欢,14,17,整体,正面
885,物流,0,2,很快,2,4,物流,正面
885,_, , ,很好,11,13,整体,正面
886,_, , ,棒棒,9,11,整体,正面
887,物流,6,8,超快,8,10,物流,正面
887,价格,11,13,相当实惠,13,17,价格,正面
887,_, , ,很好,29,31,整体,正面
887,_, , ,干净,32,34,功效,正面
888,_, , ,非常好,28,31,整体,正面
889,_, , ,还可以,2,5,整体,正面
889,味道,13,15,清香,15,17,气味,正面
890,_, , ,很不错,2,5,整体,正面
890,_, , ,物有所值,6,10,整体,正面
891,保湿效果,0,4,还不错,4,7,功效,正面
892,补水,0,2,还行,2,4,功效,正面
892,_, , ,很便宜,5,8,价格,正面
893,_, , ,挺好的,12,15,整体,正面
893,赠品,19,21,_, , ,价格,正面
893,_, , ,非常满意,22,26,整体,正面
894,美白效果,0,4,不是太明显,4,9,功效,负面
894,价格,12,14,挺实惠的,14,18,价格,正面
894,_, , ,挺好的,39,42,整体,正面
894,_, , ,棒棒哒,43,46,整体,正面
895,_, , ,不错,2,4,整体,正面
896,_, , ,刺痛,21,23,使用体验,负面
896,_, , ,假的,24,26,真伪,负面
897,_, , ,好评,0,2,整体,正面
897,_, , ,不错,5,7,整体,正面
898,清洁效果,0,4,很好,4,6,功效,正面
898,_, , ,方便,7,9,整体,正面
898,_, , ,快捷,9,11,整体,正面
899,_, , ,不会差,6,9,整体,正面
900,_, , ,真心好用,7,11,整体,正面
900,保湿效果,12,16,好,16,17,功效,正面
900,_, , ,很贴肤,18,21,使用体验,正面
900,_, , ,很细腻,22,25,使用体验,正面
900,客服态度,33,37,好,16,17,服务,正面
901,_, , ,不错,9,11,整体,正面
902,赠品,0,2,_, , ,价格,正面
903,_, , ,可以,0,2,整体,正面
903,_, , ,还好,31,33,整体,正面
903,_, , ,干不干净,24,28,功效,中性
904,_, , ,不错,2,4,整体,正面
905,_, , ,还好,20,22,整体,正面
905,_, , ,挺小的,2,5,尺寸,负面
906,_, , ,不卡粉,3,6,使用体验,正面
906,_, , ,自然,0,2,功效,正面
906,_, , ,很接近肤色,7,12,功效,正面
906,_, , ,满意,13,15,整体,正面
907,送货速度,10,14,快,14,15,物流,正面
907,_, , ,很好,2,4,整体,正面
908,_, , ,不错,7,9,整体,正面
909,_, , ,挺好用的,0,4,整体,正面
910,_, , ,太不好,2,5,功效,负面
911,_, , ,应该不错的,9,14,整体,正面
912,_, , ,好用,3,5,整体,正面
913,_, , ,真的好用,2,6,整体,正面
914,_, , ,挺好用的,6,10,整体,正面
915,_, , ,还好,0,2,整体,正面
916,持久情况,8,12,还可以,13,16,功效,正面
916,_, , ,有点黏,17,20,使用体验,负面
917,清洁效果,5,9,好,9,10,功效,正面
918,_, , ,淡淡的香味,0,5,气味,正面
918,保湿效果,6,10,挺好,10,12,功效,正面
918,_, , ,容易吸收,13,17,使用体验,正面
919,_, , ,挺细腻的,9,13,使用体验,正面
919,_, , ,提亮肤色,18,22,功效,正面
920,_, , ,还行吧,24,27,整体,中性
921,_, , ,不错,0,2,整体,正面
921,_, , ,好自然,14,17,功效,正面
922,_, , ,很好用,0,3,整体,正面
922,_, , ,清透,4,6,使用体验,正面
922,_, , ,湿润,6,8,使用体验,正面
922,_, , ,提亮肤色,9,13,功效,正面
923,_, , ,很好,0,2,整体,正面
923,_, , ,物美价廉,2,6,价格,正面
924,快递大哥,19,23,人很好,23,26,物流,正面
924,快递大哥,19,23,好评,40,42,物流,正面
925,效果,0,2,不错,2,4,功效,正面
925,_, , ,有点稠,7,10,使用体验,中性
926,_, , ,很不错,0,3,整体,正面
926,精华,18,20,多,20,21,成分,正面
927,快递速度,0,4,很快,4,6,物流,正面
927,服务态度,7,11,很好,11,13,物流,正面
928,包装盒,0,3,太简陋了,8,12,整体,负面
928,服务,38,40,太差了,40,43,服务,负面
928,_, , ,很旧,20,22,包装,负面
928,_, , ,被骗了,25,28,整体,负面
929,_, , ,还行,0,2,整体,正面
929,_, , ,还好,13,15,整体,正面
930,_, , ,超级划算,0,4,价格,正面
931,_, , ,不错,12,14,整体,正面
932,_, , ,都说好,18,21,整体,正面
933,_, , ,太假了,0,3,整体,负面
933,_, , ,会掉粉,3,6,使用体验,负面
933,_, , ,起皮,7,9,使用体验,负面
933,_, , ,失望,20,22,整体,负面
934,_, , ,不错,14,16,整体,正面
935,_, , ,很好,7,9,整体,正面
935,_, , ,很喜欢,10,13,整体,正面
936,_, , ,很好,14,16,整体,正面
936,_, , ,很好看,7,10,整体,正面
937,_, , ,还不错,8,11,整体,正面
938,_, , ,很显白,2,5,功效,正面
938,_, , ,挺好,9,11,整体,正面
939,_, , ,不错,5,7,整体,正面
940,_, , ,还可以,2,5,整体,正面
940,_, , ,不过敏,6,9,使用体验,正面
941,_, , ,很好用,0,3,整体,正面
941,补水,9,11,很好用,0,3,功效,正面
941,_, , ,便宜,15,17,价格,正面
941,_, , ,优惠,17,19,价格,正面
942,_, , ,还可以,12,15,整体,正面
943,_, , ,是正品,0,3,真伪,正面
943,活动,4,6,划算,6,8,价格,正面
944,_, , ,挺不错的,0,4,整体,正面
944,_, , ,很轻薄,5,8,使用体验,正面
945,吸收,29,31,挺好,31,33,使用体验,正面
945,美白,21,23,没有感觉,15,19,功效,负面
945,淡斑,40,42,没感觉到,44,48,功效,负面
945,保湿,63,65,可以,67,69,功效,正面
946,_, , ,不错,5,7,整体,正面
947,_, , ,很舒服,11,14,使用体验,正面
947,_, , ,润润的,15,18,使用体验,正面
947,_, , ,棒棒哒,18,21,整体,正面
948,_, , ,不错,4,6,整体,正面
949,_, , ,滑滑的,3,6,使用体验,正面
950,_, , ,超级滋润,33,37,使用体验,正面
950,_, , ,很服帖,43,46,使用体验,正面
950,_, , ,是正品,0,3,真伪,正面
951,味道,5,7,清新,7,9,气味,正面
951,_, , ,还不错,10,13,整体,正面
951,_, , ,不油腻,15,18,使用体验,正面
952,_, , ,是不是真品,7,12,真伪,中性
953,送货,4,6,快,6,7,物流,正面
954,_, , ,还不错,0,3,整体,正面
954,美容液,4,7,比较丰富,7,11,成分,正面
954,尺寸大小,19,23,合适,23,25,尺寸,正面
954,_, , ,非常服帖,26,30,使用体验,正面
954,价格,33,35,不贵,36,38,价格,正面
954,_, , ,滑滑的,12,15,使用体验,正面
955,_, , ,好评,26,28,整体,正面
955,物流,4,6,很给力,6,9,物流,正面
955,快递员态度,10,15,很好,15,17,物流,正面
955,_, , ,还好吧,0,3,整体,正面
956,_, , ,超级好用,0,4,整体,正面
956,_, , ,很喜欢,7,10,整体,正面
957,包装,15,17,完好,17,19,包装,正面
957,_, , ,还行,29,31,整体,正面
957,清洁能力,32,36,洗不干净,37,41,功效,负面
957,_, , ,不推荐,42,45,整体,负面
958,_, , ,垃圾,0,2,物流,负面
959,面膜液,4,7,没有多少,0,4,成分,负面
959,_, , ,差了很多,13,17,整体,负面
960,_, , ,挺好的,0,3,整体,正面
960,物流,7,9,有点慢,9,12,物流,正面
961,价格,4,6,非常合适,6,10,价格,正面
961,_, , ,跟舒服,16,19,整体,正面
961,_, , ,喜欢,11,13,整体,正面
962,水分,0,2,多,2,3,成分,正面
962,速度,4,6,快,6,7,物流,正面
962,_, , ,挺好的,7,10,整体,正面
963,_, , ,挺好的,13,16,整体,正面
963,_, , ,挺服帖的,17,21,使用体验,正面
964,_, , ,不错,13,15,整体,正面
964,_, , ,挺好的,16,19,整体,正面
965,_, , ,非常好用,2,6,整体,正面
965,_, , ,比较滋润,18,22,使用体验,正面
966,_, , ,很喜欢,12,15,整体,正面
967,_, , ,是正品,20,23,真伪,正面
967,_, , ,不会刺痛,33,37,使用体验,正面
967,_, , ,不刺激,24,27,使用体验,正面
968,_, , ,非常的不错,0,5,整体,正面
968,_, , ,很自然,17,20,功效,正面
969,_, , ,很好,0,2,整体,正面
969,味道,3,5,很好,0,2,气味,正面
969,_, , ,很不错,13,16,整体,正面
969,_, , ,超级喜欢,17,21,整体,正面
970,味道,15,17,很好,17,19,气味,正面
970,卖家,25,27,好有爱,27,30,服务,正面
971,_, , ,很满意,7,10,整体,正面
971,_, , ,服贴,11,13,使用体验,正面
971,_, , ,不卡粉,13,16,使用体验,正面
971,_, , ,很好,17,19,整体,正面
972,_, , ,挺好的,3,6,整体,正面
972,_, , ,不错,0,2,整体,正面
973,赠品,0,2,很好,2,4,整体,正面
973,_, , ,好,10,11,整体,正面
973,_, , ,补水,5,7,功效,正面
973,_, , ,美白,7,9,功效,正面
974,_, , ,还行吧,0,3,整体,正面
974,_, , ,有点干,8,11,使用体验,负面
974,_, , ,还行,21,23,整体,正面
975,_, , ,挺好用的,19,23,整体,正面
976,快递,11,13,特别给力,6,10,物流,正面
977,_, , ,更好,10,12,整体,正面
978,_, , ,蛮好的,0,3,整体,正面
978,_, , ,划算,4,6,价格,正面
979,_, , ,水水润润的,18,23,使用体验,正面
979,_, , ,实惠,25,27,价格,正面
979,_, , ,很不错,31,34,整体,正面
980,_, , ,好用,4,6,整体,正面
980,_, , ,不油腻,0,3,使用体验,正面
981,_, , ,非常不错,9,13,整体,正面
981,发货,15,17,非常给力,18,22,物流,正面
981,_, , ,赞一下,24,27,整体,正面
982,_, , ,正品,9,11,真伪,正面
982,_, , ,还不错,0,3,整体,正面
982,_, , ,挺好用的,4,8,整体,正面
983,_, , ,有点白,8,11,功效,负面
983,_, , ,挺保湿,14,17,功效,正面
984,_, , ,不错,6,8,整体,正面
985,价格,16,18,合适,19,21,价格,正面
985,_, , ,很好用,7,10,整体,正面
986,_, , ,很不错,0,3,整体,正面
986,包装,7,9,比较好,9,12,包装,正面
986,_, , ,很喜欢,13,16,整体,正面
986,_, , ,有点小,31,34,尺寸,负面
987,_, , ,不错,8,10,整体,正面
987,_, , ,很便宜,12,15,价格,正面
988,_, , ,超级喜欢,0,4,整体,正面
988,_, , ,微微一点白,5,10,功效,正面
988,_, , ,薄薄的,11,14,使用体验,正面
988,_, , ,很舒服,14,17,使用体验,正面
989,_, , ,是正品,2,5,真伪,正面
989,质量,7,9,棒棒哒,9,12,其他,正面
989,服务,16,18,棒,23,24,物流,正面
989,物流,19,21,棒,23,24,物流,正面
990,_, , ,很好,0,2,整体,正面
990,_, , ,喜欢,5,7,整体,正面
991,_, , ,很舒服,4,7,使用体验,正面
991,_, , ,很清爽,8,11,使用体验,正面
991,_, , ,水水的,0,3,使用体验,正面
992,_, , ,非常好,0,3,整体,正面
992,_, , ,很喜欢,4,7,整体,正面
992,_, , ,细腻,8,10,使用体验,正面
992,_, , ,不油腻,10,13,使用体验,正面
992,_, , ,很好用,14,17,整体,正面
993,味道,9,11,很好闻,11,14,气味,正面
993,上妆效果,15,19,很好,19,21,功效,正面
994,赠品,17,19,好多,19,21,价格,正面
994,包装,21,23,挺好,23,25,包装,正面
994,_, , ,非常棒,5,8,整体,正面
994,_, , ,经济实惠,9,13,价格,正面
995,_, , ,贵,0,1,价格,负面
996,_, , ,好评,9,11,整体,正面
996,_, , ,不错,6,8,整体,正面
997,_, , ,还好,16,18,整体,正面
