id,AspectTerms,A_start,A_end,OpinionTerms,O_start,O_end,Categories,Polarities
2921,价格,12,14,有优势, , ,价格,正面
2922,包装,5,7,很好看,7,10,包装,正面
2922,_, , ,很漂亮,17,20,整体,正面
2922,味道,21,23,很不错,25,28,气味,正面
2922,_, , ,满意,29,31,整体,正面
2923,包装,5,7,完整,7,9,包装,正面
2923,_, , ,很漂亮,16,19,整体,正面
2923,味道,20,22,好闻,24,26,气味,正面
2923,_, , ,应该可以,27,31,整体,正面
2924,包装,5,7,很精美,7,10,包装,正面
2924,_, , ,很漂亮,17,20,整体,正面
2924,味,21,22,不错,24,26,气味,正面
2924,_, , ,喜欢喜欢,27,31,整体,正面
2925,包装,5,7,很严实,7,10,包装,正面
2925,_, , ,好好的,17,20,整体,正面
2925,味道,21,23,挺好闻的,25,29,气味,正面
2925,_, , ,支持,30,32,整体,正面
2926,_, , ,很服贴,22,25,使用体验,正面
2926,_, , ,很好用,15,18,整体,正面
2926,_, , ,好服帖,19,22,使用体验,正面
2926,_, , ,超级划算,7,11,价格,正面
2927,_, , ,不好晕开,23,27,使用体验,正面
2927,_, , ,很好用,16,19,整体,正面
2927,_, , ,好服帖,20,23,使用体验,正面
2927,_, , ,经济又实惠,7,12,价格,正面
2928,_, , ,很清爽保湿,26,31,使用体验,正面
2928,_, , ,真的很不错,15,20,整体,正面
2928,_, , ,湿湿润润的,21,26,使用体验,正面
2928,_, , ,超级划算,7,11,价格,正面
2929,质地, , ,轻薄,25,27,使用体验,正面
2929,_, , ,真的很耐斯,15,20,整体,正面
2929,_, , ,不黏糊糊,21,25,使用体验,正面
2929,优惠券, , ,_,7,11,价格,正面
2930,_, , ,便宜好多,27,31,价格,正面
2930,_, , ,是正品,11,14,真伪,正面
2930,_, , ,真的很耐斯,15,20,整体,正面
2931,价钱, , ,美丽,25,27,价格,正面
2931,_, , ,是正品,11,14,真伪,正面
2931,卸妆, , ,还不错,15,18,整体,正面
2932,_, , ,挺划算,25,28,价格,正面
2932,_, , ,像正品,11,14,真伪,正面
2932,_, , ,大爱呀,15,18,整体,正面
2933,_, , ,便宜实惠,0,4,价格,正面
2933,_, , ,挺不错的,8,12,整体,正面
2934,价钱, , ,不贵,0,2,价格,正面
2934,_, , ,比较信得过,6,11,整体,正面
2935,_, , ,不错,0,2,整体,正面
2935,_, , ,好的,5,7,整体,正面
2935,_, , ,效果明显,10,14,整体,正面
2936,_, , ,很满意,0,3,整体,正面
2936,_, , ,应该也不错,6,11,整体,正面
2936,_, , ,很不错,14,17,整体,正面
2937,_, , ,挺舒服的,0,4,整体,正面
2937,_, , ,可以,7,9,整体,正面
2937,_, , ,还行,12,14,整体,正面
2938,_, , ,真心不错,4,8,整体,正面
2938,_, , ,比较自然,10,14,功效,正面
2939,效果, , ,不错,4,6,整体,正面
2939,补水, , ,可以,8,10,功效,正面
2940,_, , ,不油腻,0,3,整体,正面
2941,_, , ,还好吧,9,12,整体,正面
2942,_, , ,挺满意,0,3,整体,正面
2943,_, , ,便宜一点,3,7,价格,正面
2944,_, , ,是不是正品,21,26,真伪,中性
2945,_,2,4,超喜欢,0,3,整体,正面
2945,快递,8,10,三流,6,8,物流,负面
2946,产品,2,4,一流,0,2,整体,正面
2946,物流,9,11,应该改进,5,9,物流,负面
2947,价格, , ,很优惠,6,9,价格,正面
2948,_, , ,好好用,6,9,整体,正面
2949,_, , ,还不错,0,3,整体,正面
2949,浮粉现象, , ,不会有,4,7,使用体验,正面
2950,_, , ,强力推荐,0,4,整体,正面
2950,_, , ,特别湿润,5,9,使用体验,正面
2951,_, , ,还不错,8,11,整体,正面
2951,保湿效果,12,16,很不错,16,19,功效,正面
2952,_, , ,挺舒服,8,11,整体,正面
2952,上妆效果,12,16,很好,16,18,功效,正面
2953,_, , ,很喜欢用,0,4,整体,正面
2953,_, , ,滑滑的,18,21,使用体验,正面
2954,_, , ,超级好,0,3,整体,正面
2954,_, , ,很贴合肤色,17,22,使用体验,正面
2955,物流,15,17,杠杠的,17,20,物流,正面
2955,_, , ,很好,23,25,整体,正面
2956,_,15,17,太快了,17,20,物流,正面
2956,_, , ,爱不释手,23,27,整体,正面
2957,价位,40,42,很给力, , ,价格,正面
2957,_, , ,不错,0,2,整体,正面
2957,_, , ,挺好用的,28,32,整体,正面
2958,价格,40,42,很合适, , ,价格,正面
2958,_, , ,不错,0,2,整体,正面
2958,_, , ,超级喜欢,28,32,整体,正面
2959,优惠活动,41,45,很给力, , ,价格,正面
2959,_, , ,物有所值,0,4,整体,正面
2959,_, , ,很棒了,30,33,整体,正面
2960,遮暇效果,0,4,一般般,4,7,功效,中性
2960,补水,14,16,可以,16,18,功效,正面
2960,味道,20,22,太香了,22,25,气味,负面
2961,效果,0,2,还不知道,2,6,功效,中性
2961,美白,13,15,很好,15,17,功效,正面
2961,味道,19,21,太香了,21,24,气味,负面
2962,效果,0,2,还不知道,2,6,功效,中性
2962,补水,13,15,可以,15,17,功效,正面
2962,味道,19,21,不是很好,21,25,气味,负面
2963,颜色,2,4,很好,10,12,包装,正面
2963,_, , ,很好用,17,20,整体,正面
2964,包装,2,4,也很好,10,13,包装,正面
2964,_, , ,好喜欢,18,21,整体,正面
2965,质量,7,9,很好,9,11,其他,正面
2965,香味,18,20,淡淡的,15,18,气味,正面
2965,补水,21,23,还不错,24,27,功效,正面
2966,_,7,9,蛮多的,9,12,其他,正面
2966,香味,19,21,淡淡的,16,19,气味,正面
2966,_,21,25,很自然,27,30,功效,正面
2967,量,7,8,挺多的,8,11,其他,正面
2967,_,18,20,好闻,15,17,气味,正面
2967,卸妆,20,22,非常彻底,23,27,功效,正面
2968,_, , ,超级多,12,15,整体,正面
2968,_, , ,没有过敏,16,20,使用体验,正面
2969,_, , ,非常喜欢,12,16,整体,正面
2969,质地, , ,很温和,17,20,使用体验,正面
2970,_, , ,很补水,28,31,功效,正面
2970,精华液,32,35,很多,36,38,成分,正面
2970,_, , ,最好用,39,42,整体,正面
2971,上妆效果, , ,满好的,28,31,功效,正面
2971,精华液,32,35,很多,36,38,成分,正面
2971,_, , ,很棒了,39,42,整体,正面
2972,_, , ,很干净,28,31,功效,正面
2972,水分,32,34,很多,35,37,成分,正面
2972,_, , ,好好用,38,41,整体,正面
2973,_, , ,适合,0,2,整体,正面
2973,_, , ,便宜,5,7,价格,正面
2973,_, , ,希望是正品,8,13,真伪,中性
2974,_, , ,超极好,0,3,整体,正面
2974,赠品, , ,好有分量,6,10,价格,正面
2974,_, , ,希望是正品,11,16,真伪,中性
2975,_, , ,不错,0,2,整体,正面
2975,_, , ,便宜,5,7,价格,正面
2975,_, , ,是不是真品,8,13,真伪,中性
2976,_, , ,好,0,1,整体,正面
2976,_, , ,不错,2,4,整体,正面
2976,_,4,6,经济实惠,6,10,价格,正面
2976,物流,10,12,快,12,13,物流,正面
2976,_, , ,666,13,16,整体,正面
2977,_, , ,最喜欢,0,3,整体,正面
2977,_, , ,不错,4,6,整体,正面
2977,价格,6,8,实惠,8,10,价格,正面
2977,物流,10,12,快,12,13,物流,正面
2977,_, , ,五分好评,13,17,整体,正面
2978,_, , ,好,0,1,整体,正面
2978,速度, , ,_,2,4,整体,正面
2978,_,4,6,挺实惠的,6,10,价格,正面
2978,收货,10,12,完美,12,14,物流,正面
2978,_, , ,666,14,17,整体,正面
2979,_, , ,不过敏,0,3,整体,正面
2979,_, , ,非常喜欢,4,8,整体,正面
2979,价格,8,10,实惠,10,12,价格,正面
2979,快递,12,14,很给力,14,17,物流,正面
2979,_, , ,给个赞,17,20,整体,正面
2980,_, , ,实用,0,2,整体,正面
2980,_, , ,很喜欢用,3,7,整体,正面
2980,活动力度,7,11,大,11,12,价格,正面
2980,快递小哥,12,16,神速,16,18,物流,正面
2980,_, , ,很放心,18,21,整体,正面
2981,_, , ,挺好用的,9,13,整体,正面
2981,_, , ,不粘,16,18,使用体验,正面
2982,_, , ,蛮不错,9,12,整体,正面
2982,_, , ,很滋润,15,18,使用体验,正面
2983,_, , ,特别喜欢,10,14,整体,正面
2984,上妆,0,2,很快,2,4,功效,正面
2985,_, , ,好用,13,15,整体,正面
2985,_, , ,非常的实惠,16,21,价格,正面
2986,_, , ,好的很,13,16,整体,正面
2986,性价, , ,非常好,17,20,价格,正面
2987,味道,6,8,挺淡,8,10,气味,正面
2987,气味,6,8,甜美,10,12,气味,正面
2987,_, , ,有点黏黏,20,24,使用体验,中性
2987,_, , ,挺小只,26,29,尺寸,正面
2988,味道,6,8,很清新,8,11,气味,正面
2988,味道,6,8,蛮好闻,11,14,气味,正面
2988,_, , ,有点黏黏,22,26,使用体验,中性
2988,大小, , ,合适,28,30,尺寸,正面
2989,气味,6,8,很好闻,8,11,气味,正面
2989,味道,6,8,很好闻,11,14,气味,正面
2989,_, , ,有点黏黏,22,26,使用体验,中性
2989,尺寸大小, , ,合适,28,30,尺寸,正面
2990,味道,6,8,挺淡,8,10,气味,正面
2990,味道,6,8,蛮好闻,10,13,气味,正面
2990,_, , ,有一点点干,21,26,使用体验,中性
2990,_, , ,挺小只,28,31,尺寸,正面
2991,_, , ,还好,0,2,整体,正面
2992,_, , ,提好的,21,24,整体,正面
2993,_, , ,改善肤色,11,15,功效,正面
2993,泡沫, , ,不会太多,16,20,使用体验,正面
2994,_, , ,补补水,11,14,功效,正面
2994,_, , ,美美哒,15,18,使用体验,正面
2995,物流,0,2,好快,2,4,物流,正面
2995,_, , ,很好用,16,19,整体,正面
2995,活动价格, , ,很实惠,21,24,价格,正面
2996,物流,0,2,好快,2,4,物流,正面
2996,_, , ,蛮好的,16,19,整体,正面
2996,_, , ,比较划算,21,25,价格,正面
2997,快递员,0,3,很好,3,5,物流,正面
2997,_, , ,很喜欢,17,20,整体,正面
2997,_, , ,便宜不少,22,26,价格,正面
2998,淡斑, , ,真没看出来,18,23,功效,负面
2999,_, , ,不错,20,22,整体,正面
2999,_, , ,好用爆了,23,27,整体,正面
3000,_, , ,真不错,20,23,整体,正面
3000,_, , ,特别好,24,27,整体,正面
3001,味道,0,2,挺好的,2,5,气味,正面
3001,物流,5,7,真不错,8,11,物流,正面
3002,味道,0,2,可以的,2,5,气味,正面
3002,物流,5,7,给力,8,10,物流,正面
3003,_, , ,开心,0,2,整体,正面
3003,_, , ,很划算,3,6,价格,正面
3003,持久力,7,10,可以,11,13,使用体验,正面
3004,_, , ,还不错,0,3,整体,正面
3004,价格, , ,亲民,4,6,价格,正面
3004,_,8,11,滑滑的,11,14,使用体验,正面
3005,_, , ,满分,0,2,整体,正面
3005,赠品, , ,靠谱,3,5,价格,正面
3005,_,8,11,不伤皮肤,10,14,使用体验,正面
3006,_,9,11,有美白效果,11,16,功效,正面
3007,_, , ,很不错,14,17,整体,正面
3008,_, , ,好，棒,0,3,整体,正面
3009,送货,2,4,快,6,7,物流,正面
3009,_, , ,好得不得了,16,21,整体,正面
3009,_, , ,很方便,44,47,整体,正面
3010,送货,2,4,快,6,7,物流,正面
3010,_, , ,挺好的,16,19,整体,正面
3010,_, , ,不错的,42,45,整体,正面
3011,快递小哥,2,6,很给力,8,11,物流,正面
3011,_, , ,很合适,20,23,整体,正面
3011,_, , ,蛮好用,46,49,整体,正面
3012,礼品,15,17,_, , ,价格,正面
3012,_, , ,好评,18,20,整体,正面
3012,_, , ,真心好用,4,8,整体,正面
3013,价格,17,19,很便宜, , ,价格,正面
3013,_, , ,太合适,20,23,整体,正面
3013,_, , ,一如既往的好,4,10,整体,正面
3014,赠品,15,17,实在, , ,价格,正面
3014,_, , ,五星好评,18,22,整体,正面
3014,_, , ,五星好评,4,8,整体,正面
3015,_, , ,方便,0,2,整体,正面
3016,_, , ,不会浮粉,7,11,使用体验,正面
3016,保湿照顾,23,27,还不错,27,30,功效,正面
3017,面膜纸, , ,丝薄,7,9,使用体验,正面
3017,护肤,21,23,很适合,23,26,功效,正面
3018,补水效果,4,8,很好,8,10,功效,正面
3018,_, , ,好的很,0,3,整体,正面
3019,_,3,7,调节肤色,8,12,功效,正面
3019,_, , ,棒棒哒,0,3,整体,正面
3020,_,0,4,修饰肤色,5,9,功效,正面
3021,_, , ,好的没话说,5,10,整体,正面
3022,_, , ,太一般了,0,4,整体,负面
3022,_, , ,很烂,4,6,整体,负面
3023,_, , ,不好,0,2,整体,负面
3023,_, , ,效果不是很明显,2,9,整体,负面
3024,_, , ,很薄,2,4,使用体验,正面
3024,_, , ,很清爽,4,7,使用体验,正面
3024,价钱,8,10,美丽,10,12,价格,正面
3025,_, , ,用着舒服,2,6,使用体验,正面
3025,_, , ,很服帖,6,9,使用体验,正面
3025,活动,10,12,_,10,12,价格,正面
3026,_, , ,不太刺激,2,6,使用体验,正面
3026,_, , ,不是特别油腻,6,12,使用体验,正面
3026,_,8,10,便宜,15,17,价格,正面
3027,_, , ,无异常,8,11,整体,正面
3028,_, , ,真品牌,4,7,真伪,正面
3029,活动,4,6,挺合适,8,11,价格,正面
3029,_, , ,挺好,13,15,整体,正面
3029,_, , ,好用,17,19,整体,正面
3030,价位,4,6,合适,8,10,价格,正面
3030,_, , ,挺好,12,14,整体,正面
3030,_, , ,好用,16,18,整体,正面
3031,价格,4,6,美丽,8,10,价格,正面
3031,_, , ,还不错的,12,16,整体,正面
3031,_, , ,一直都用,18,22,整体,正面
3032,_, , ,没有过敏,5,9,使用体验,正面
3032,_, , ,好,3,4,其他,正面
3032,价格,16,18,实惠,18,20,价格,正面
3032,质地, , ,清爽,13,15,使用体验,正面
3033,_, , ,听湿润,5,8,使用体验,正面
3033,_, , ,好,3,4,其他,正面
3033,价格,16,18,实惠,18,20,价格,正面
3033,_, , ,很滑嫩,12,15,使用体验,正面
3034,_, , ,没有过敏,6,10,使用体验,正面
3034,设计, , ,喜欢,3,5,其他,正面
3034,_,18,20,很划算的,20,24,价格,正面
3034,_, , ,不卡粉,14,17,使用体验,正面
3035,_, , ,没有出现过敏,6,12,使用体验,正面
3035,质量, , ,很好,3,5,其他,正面
3035,_,18,20,特价,22,24,价格,正面
3035,_, , ,不干涩,16,19,使用体验,正面
3036,_, , ,非常不错,7,11,整体,正面
3036,_, , ,喜欢,11,13,整体,正面
3037,_, , ,还行,7,9,整体,正面
3037,_, , ,好的很,9,12,整体,正面
3038,_, , ,正品,0,2,真伪,正面
3038,_, , ,蛮好的,12,15,整体,正面
3039,_, , ,真的,0,2,真伪,正面
3039,_, , ,很温和,12,15,整体,正面
3040,_, , ,很喜欢用,2,6,整体,正面
3041,_, , ,不错,4,6,整体,正面
3041,服务,7,9,非常好,4,6,服务,正面
3041,物流,15,17,应该改进,17,21,物流,负面
3041,客服,32,34,敷衍了事,38,42,物流,负面
3042,_, , ,用着很好,4,8,整体,正面
3042,老板,9,11,很好,4,6,服务,正面
3042,物流,17,19,应该改进,19,23,物流,负面
3042,客服,34,36,敷衍了事,40,44,物流,负面
3043,_, , ,不错,4,6,整体,正面
3043,客服服务态度,7,13,不错,4,6,服务,正面
3043,快递,19,21,三流,21,23,物流,负面
3043,客服,34,36,敷衍了事,40,44,物流,负面
3044,_, , ,不错,4,6,整体,正面
3044,客服服务态度,7,13,不错,4,6,服务,正面
3044,_,19,21,垃圾,21,23,物流,负面
3044,物流,34,36,太慢了,40,43,物流,负面
3045,_, , ,是真东西,26,30,真伪,正面
3045,_, , ,非常好用,2,6,整体,正面
3046,_, , ,是真品,25,28,真伪,正面
3046,_, , ,都说好,2,5,整体,正面
3047,包装,14,16,挺好,16,18,包装,正面
3047,_, , ,还不错,2,5,整体,正面
3048,包装,14,16,新款,16,18,包装,正面
3048,_, , ,真不错,2,5,整体,正面
3049,开票,7,9,快,9,10,服务,正面
3050,_, , ,有点麻烦,0,4,使用体验,负面
3051,_, , ,是正品,10,13,真伪,正面
3051,味道, , ,不浓重,21,24,气味,正面
3052,_, , ,绝对正品,10,14,真伪,正面
3052,气味, , ,相似,22,24,气味,正面
3053,_, , ,正品保证,0,4,真伪,正面
3054,_,5,7,很服帖,9,12,功效,正面
3054,_, , ,不油腻,14,17,使用体验,正面
3054,_, , ,有点干,27,30,使用体验,负面
3054,_, , ,很持久,48,51,功效,正面
3055,遮瑕,5,7,特别好,9,12,功效,正面
3055,_, , ,容易抹开,14,18,使用体验,正面
3055,_, , ,有点干,28,31,使用体验,负面
3055,_, , ,很持久,49,52,功效,正面
3056,保湿照顾,5,9,还不错,11,14,功效,正面
3056,_, , ,特别水润,16,20,使用体验,正面
3056,_, , ,有点干,30,33,使用体验,负面
3056,遮瑕效果, , ,很好,51,53,功效,正面
3057,上妆,5,7,很好,9,11,功效,正面
3057,_, , ,不油腻,13,16,使用体验,正面
3057,_, , ,有点火辣辣的,26,32,使用体验,负面
3057,_, , ,很持久,50,53,功效,正面
3058,_, , ,提好的,2,5,整体,正面
3059,_, , ,蛮不错的,0,4,整体,正面
3059,_, , ,很喜欢,10,13,整体,正面
3060,_, , ,非常不错,0,4,整体,正面
3060,_, , ,相当不错,10,14,整体,正面
3061,颜色,0,2,很好,2,4,包装,正面
3061,图案,5,7,漂亮,8,10,其他,正面
3061,_, , ,很喜欢,11,14,整体,正面
3062,颜值,0,2,很高,2,4,包装,正面
3062,颜色,5,7,正,8,9,其他,正面
3062,_, , ,很喜欢,10,13,整体,正面
3063,颜色,0,2,挺合适,2,5,包装,正面
3063,_,6,8,方便,9,11,其他,正面
3063,卸妆, , ,还不错,12,15,整体,正面
3064,物流,0,2,很快,2,4,物流,正面
3064,_, , ,最好用,25,28,整体,正面
3065,物流,0,2,真快,2,4,物流,正面
3065,_, , ,蛮不错的,25,29,整体,正面
3066,_, , ,应该挺好的,2,7,整体,正面
3067,_, , ,很有用,0,3,整体,正面
3068,_, , ,太棒了,2,5,整体,正面
3069,_, , ,超级好用,2,6,整体,正面
3070,物流,0,2,棒棒哒,2,5,物流,正面
3070,_, , ,很好,10,12,整体,正面
3070,_, , ,很满意,13,16,整体,正面
3070,_, , ,好评,22,24,整体,正面
3071,快递,0,2,非常给力,2,6,物流,正面
3071,_, , ,很好,11,13,整体,正面
3071,_, , ,好的没话说,14,19,整体,正面
3071,_, , ,好评,25,27,整体,正面
3072,物流,0,2,太给力,2,5,物流,正面
3072,_, , ,跟舒服,10,13,整体,正面
3072,_, , ,完美,14,16,整体,正面
3072,_, , ,好评,22,24,整体,正面
3073,快递小哥服务态度,0,8,比较好,8,11,物流,正面
3073,_, , ,没让人失望,16,21,整体,正面
3073,_, , ,挺舒服,22,25,整体,正面
3073,_, , ,很舒服,31,34,整体,正面
3074,_, , ,不太好,14,17,整体,负面
3074,_, , ,太干了,18,21,使用体验,负面
3074,_, , ,没有说的那么保湿,22,30,功效,负面
3074,_, , ,上当了,31,34,整体,负面
3075,_, , ,不好用,14,17,整体,负面
3075,_, , ,会掉粉,18,21,使用体验,负面
3075,效果, , ,洗不净,22,25,功效,负面
3075,_, , ,上当了,26,29,整体,负面
3076,_, , ,不好用,14,17,整体,负面
3076,上妆, , ,超级差,18,21,使用体验,负面
3076,颜色, , ,偏暗,22,24,功效,负面
3076,_, , ,不值,25,27,整体,负面
3077,_, , ,很忧伤,14,17,整体,负面
3077,_, , ,有一点点痒,18,23,使用体验,负面
3077,效果, , ,洗不净,24,27,功效,负面
3077,_, , ,不推荐,28,31,整体,负面
3078,_, , ,棒棒的,0,3,整体,正面
3078,包装,6,8,比较好携带,8,13,包装,正面
3079,_, , ,超满意,0,3,整体,正面
3079,包装,6,8,挺好的,8,11,包装,正面
3080,_, , ,很好用,9,12,整体,正面
3080,香味,13,15,特别好闻,16,20,气味,正面
3081,_, , ,很高大上,9,13,整体,正面
3081,味道,14,16,清新,17,19,气味,正面
3082,_, , ,很好用,21,24,整体,正面
3082,_, , ,轻薄,26,28,使用体验,正面
3082,保湿, , ,很好,29,31,功效,正面
3083,_, , ,一直棒棒,21,25,整体,正面
3083,_, , ,轻薄,27,29,使用体验,正面
3083,持久度, , ,四星,30,32,功效,正面
3084,包装, , ,_,21,24,整体,正面
3084,吸收, , ,特别好,26,29,使用体验,正面
3084,清洁能力, , ,挺好的,30,33,功效,正面
3085,_, , ,超喜欢,15,18,整体,正面
3086,_, , ,好用,0,2,整体,正面
3086,_, , ,不油腻,3,6,使用体验,正面
3086,_, , ,应该不错,7,11,整体,正面
3086,瓶子,15,17,新款,12,14,包装,正面
3086,_, , ,方便,22,24,使用体验,正面
3087,_, , ,是正品,0,3,整体,正面
3087,_, , ,好服帖,4,7,使用体验,正面
3087,_, , ,喜欢,8,10,整体,正面
3087,瓶子,14,16,新款,11,13,包装,正面
3087,_, , ,方便,21,23,使用体验,正面
3088,_, , ,一直棒棒,0,4,整体,正面
3088,_, , ,很柔滑,5,8,使用体验,正面
3088,_, , ,喜欢,9,11,整体,正面
3088,瓶子,15,17,新款,12,14,包装,正面
3088,妆感, , ,还可以,22,25,使用体验,正面
3089,_, , ,蛮不错的,0,4,整体,正面
3089,_, , ,不会刺痛,5,9,使用体验,正面
3089,_, , ,满意,10,12,整体,正面
3089,瓶子,16,18,新款,13,15,包装,正面
3089,_, , ,特别自然,23,27,使用体验,正面
3090,_, , ,超极好,0,3,整体,正面
3090,_, , ,不会觉得紧绷,4,10,使用体验,正面
3090,_, , ,很很用的,11,15,整体,正面
3090,外壳,19,21,好看,16,18,包装,正面
3090,_, , ,很好用,26,29,使用体验,正面
3091,_, , ,很好用,0,3,整体,正面
3091,_, , ,白白嫩嫩的,4,9,使用体验,正面
3092,_, , ,非常的好用,0,5,整体,正面
3092,水分, , ,超足,6,8,使用体验,正面
3093,价格,26,28,划算,24,26,价格,正面
3093,_, , ,很好用,14,17,整体,正面
3093,_, , ,好评,2,4,整体,正面
3094,_,26,28,便宜了好多,26,31,价格,正面
3094,_, , ,很好用,16,19,整体,正面
3094,_, , ,效果明显,2,6,整体,正面
3095,价格,31,33,多多优惠,27,31,价格,正面
3095,_, , ,比较合适,16,20,整体,正面
3095,_, , ,应该不错,2,6,整体,正面
3096,_, , ,很划算,2,5,价格,正面
3096,_, , ,不刺激,17,20,使用体验,正面
3096,_, , ,不会刺痛,13,17,使用体验,正面
3097,_, , ,很划算,2,5,价格,正面
3097,_, , ,很去油,17,20,使用体验,正面
3097,上妆, , ,比较滋润,13,17,使用体验,正面
3098,_, , ,超值,2,4,价格,正面
3098,痘痘, , ,消下去,16,19,使用体验,正面
3098,_, , ,比较轻薄,12,16,使用体验,正面
3099,快递,0,2,真的很快,2,6,物流,正面
3100,_, , ,非常好,0,3,整体,正面
3100,味道,3,5,很好闻,5,8,气味,正面
3101,_, , ,比较信得过,0,5,整体,正面
3101,味道,5,7,非常喜欢,7,11,气味,正面
3102,价位,8,10,_,10,14,价格,正面
3103,_, , ,遮暇,0,2,功效,正面
3103,_, , ,不油腻,2,5,使用体验,正面
3103,_, , ,很贴,6,8,使用体验,正面
3103,_, , ,最喜欢的,11,15,整体,正面
3104,_, , ,保湿,0,2,功效,正面
3104,吸收, , ,挺好的,2,5,使用体验,正面
3104,_, , ,很贴,6,8,使用体验,正面
3104,_, , ,开心,11,13,整体,正面
3105,_, , ,保湿,0,2,功效,正面
3105,_, , ,很亲和,2,5,使用体验,正面
3105,_, , ,细滑,6,8,使用体验,正面
3105,_, , ,特喜欢,11,14,整体,正面
3106,补水, , ,好,0,1,功效,正面
3106,_, , ,不厚重,1,4,使用体验,正面
3106,_, , ,较温和,5,8,使用体验,正面
3106,_, , ,真心好用,11,15,整体,正面
3107,_, , ,很一般,2,5,整体,中性
3108,_, , ,不好上妆,0,4,功效,负面
3108,透气性, , ,很一般,20,23,使用体验,负面
3108,_, , ,有些失望,29,33,整体,负面
3109,_, , ,不好上妆,0,4,功效,负面
3109,_, , ,特别的干,20,24,使用体验,负面
3109,_, , ,不能用,30,33,整体,负面
3110,遮瑕, , ,不是太好,0,4,功效,负面
3110,_, , ,有点卡粉,20,24,使用体验,负面
3110,_, , ,好没用,30,33,整体,负面
3111,价格,8,10,挺实惠,11,14,价格,正面
3111,_, , ,还可以,0,3,整体,正面
3111,_, , ,还行,5,7,整体,正面
3111,_, , ,好很多,23,26,整体,正面
3111,_, , ,挺好的,35,38,整体,正面
3112,_,8,10,超级实惠,11,15,价格,正面
3112,_, , ,好好的,0,3,整体,正面
3112,_, , ,还行,5,7,整体,正面
3112,_, , ,特别喜欢,24,28,整体,正面
3112,_, , ,挺好的,37,40,整体,正面
3113,赠品,9,11,靠谱,12,14,价格,正面
3113,_, , ,还可以,0,3,整体,正面
3113,_, , ,好多了,5,8,整体,正面
3113,_, , ,一如既往的喜欢,23,30,整体,正面
3113,_, , ,挺好的,39,42,整体,正面
3114,优惠活动,11,15,很给力,16,19,价格,正面
3114,_, , ,还可以,0,3,整体,正面
3114,_, , ,还是不错的,5,10,整体,正面
3114,_, , ,好精致,28,31,整体,正面
3114,_, , ,可以,40,42,整体,正面
3115,活动,8,10,特别合算,11,15,价格,正面
3115,_, , ,蛮好,0,2,整体,正面
3115,_, , ,很可以,4,7,整体,正面
3115,_, , ,很有用,24,27,整体,正面
3115,_, , ,真喜欢,36,39,整体,正面
3116,_, , ,好的,2,4,整体,正面
3116,_, , ,划算,20,22,价格,正面
3117,_, , ,好用,2,4,整体,正面
3117,_, , ,便宜很多,20,24,价格,正面
3118,_,20,22,挺超值的, , ,价格,正面
3119,_, , ,很可以,13,16,整体,正面
3120,_, , ,还不错啦,0,4,整体,正面
3120,_, , ,一点也不浮,5,10,使用体验,正面
3121,_, , ,效果好,0,3,整体,正面
3121,_, , ,好干,4,6,使用体验,正面
3122,_, , ,很划算,4,7,价格,正面
3122,_, , ,很好的,16,19,整体,正面
3123,价位, , ,合适,4,6,价格,正面
3123,_, , ,很舒服,15,18,整体,正面
3124,卸妆, , ,还不错,22,25,整体,正面
3124,_, , ,很好吸收,15,19,使用体验,正面
3125,_, , ,挺好用的,22,26,整体,正面
3125,_, , ,清爽爽的,15,19,使用体验,正面
3126,赠品,0,2,很好,2,4,价格,正面
3126,_, , ,丝润,8,10,使用体验,正面
3126,_, , ,泡泡多,10,13,使用体验,正面
3127,赠品,0,2,很好,2,4,价格,正面
3127,_, , ,干净,8,10,使用体验,正面
3127,_, , ,好舒服,10,13,使用体验,正面
3128,_,0,2,便宜又实惠,2,7,价格,正面
3128,_, , ,更滋润,11,14,使用体验,正面
3128,_, , ,一点也不油,14,19,使用体验,正面
3129,_, , ,小小,17,19,尺寸,负面
3130,_,6,10,不是很白,10,14,功效,负面
3130,_, , ,挺温和的,0,4,使用体验,正面
3131,清洁效果,5,9,不是很好,9,13,功效,负面
3131,_, , ,更滋润,0,3,使用体验,正面
3132,_, , ,可以哦,13,16,整体,正面
3133,快寄,0,2,很给力,2,5,物流,正面
3133,_, , ,很贴合肤色,31,36,使用体验,正面
3134,快递,0,2,好快,2,4,物流,正面
3134,温和程度, , ,很好,30,32,使用体验,正面
3135,_, , ,真品,43,45,真伪,正面
3136,物流,0,2,快,2,3,物流,正面
3136,价格,4,6,便宜,6,8,价格,正面
3136,_, , ,润泽,20,22,使用体验,正面
3137,配送,0,2,很快,2,4,物流,正面
3137,_,4,6,能接受,7,10,价格,正面
3137,_, , ,滋润,22,24,使用体验,正面
3138,物流,0,2,神速,2,4,物流,正面
3138,赠品,5,7,很丰富,7,10,价格,正面
3138,_, , ,很方便,22,25,使用体验,正面
3139,送货,0,2,快,2,3,物流,正面
3139,_, , ,挺不错,13,16,整体,正面
3139,活动,18,20,划算,22,24,价格,正面
3140,物流,0,2,非常的快,2,6,物流,正面
3140,_, , ,还不错,16,19,整体,正面
3140,赠的东西,21,25,挺多的,27,30,价格,正面
3141,发货,0,2,及时,2,4,物流,正面
3141,_, , ,赞,14,15,整体,正面
3141,_,18,20,很便宜,21,24,价格,正面
3142,_, , ,还行,0,2,整体,中性
3142,_, , ,没那么好用,3,8,整体,负面
